Date,GEO,value,Age,Sex
2021-05-01,New Brunswick,10,45 to 64 years,Females
2021-05-01,New Brunswick,95,65 to 84 years,Both sexes
2021-05-01,New Brunswick,50,65 to 84 years,Males
2021-05-01,New Brunswick,35,65 to 84 years,Females
2021-05-01,New Brunswick,55,85 years and over,Both sexes
2021-05-01,New Brunswick,20,85 years and over,Males
2021-05-01,New Brunswick,30,85 years and over,Females
2021-05-08,New Brunswick,170,all ages,Both sexes
2021-05-08,New Brunswick,70,all ages,Males
2021-05-08,New Brunswick,60,all ages,Females
2021-05-08,New Brunswick,20,0 to 44 years,Both sexes
2021-05-08,New Brunswick,5,0 to 44 years,Males
2021-05-08,New Brunswick,5,0 to 44 years,Females
2021-05-08,New Brunswick,20,45 to 64 years,Both sexes
2021-05-08,New Brunswick,10,45 to 64 years,Males
2021-05-08,New Brunswick,10,45 to 64 years,Females
2021-05-08,New Brunswick,85,65 to 84 years,Both sexes
2021-05-08,New Brunswick,45,65 to 84 years,Males
2021-05-08,New Brunswick,25,65 to 84 years,Females
2021-05-08,New Brunswick,55,85 years and over,Both sexes
2021-05-08,New Brunswick,15,85 years and over,Males
2021-05-08,New Brunswick,30,85 years and over,Females
2021-05-15,New Brunswick,195,all ages,Both sexes
2021-05-15,New Brunswick,75,all ages,Males
2021-05-15,New Brunswick,80,all ages,Females
2021-05-15,New Brunswick,20,0 to 44 years,Both sexes
2021-05-15,New Brunswick,5,0 to 44 years,Males
2021-05-15,New Brunswick,0,0 to 44 years,Females
2021-05-15,New Brunswick,25,45 to 64 years,Both sexes
2021-05-15,New Brunswick,10,45 to 64 years,Males
2021-05-15,New Brunswick,15,45 to 64 years,Females
2021-05-15,New Brunswick,100,65 to 84 years,Both sexes
2021-05-15,New Brunswick,45,65 to 84 years,Males
2021-05-15,New Brunswick,35,65 to 84 years,Females
2021-05-15,New Brunswick,60,85 years and over,Both sexes
2021-05-15,New Brunswick,25,85 years and over,Males
2021-05-15,New Brunswick,30,85 years and over,Females
2021-05-22,New Brunswick,160,all ages,Both sexes
2021-05-22,New Brunswick,70,all ages,Males
2021-05-22,New Brunswick,60,all ages,Females
2021-05-22,New Brunswick,5,0 to 44 years,Both sexes
2021-05-22,New Brunswick,5,0 to 44 years,Males
2021-05-22,New Brunswick,0,0 to 44 years,Females
2021-05-22,New Brunswick,20,45 to 64 years,Both sexes
2021-05-22,New Brunswick,15,45 to 64 years,Males
2021-05-22,New Brunswick,5,45 to 64 years,Females
2021-05-22,New Brunswick,75,65 to 84 years,Both sexes
2021-05-22,New Brunswick,35,65 to 84 years,Males
2021-05-22,New Brunswick,25,65 to 84 years,Females
2021-05-22,New Brunswick,60,85 years and over,Both sexes
2021-05-22,New Brunswick,20,85 years and over,Males
2021-05-22,New Brunswick,30,85 years and over,Females
2021-05-29,New Brunswick,150,all ages,Both sexes
2021-05-29,New Brunswick,65,all ages,Males
2021-05-29,New Brunswick,55,all ages,Females
2021-05-29,New Brunswick,15,0 to 44 years,Both sexes
2021-05-29,New Brunswick,0,0 to 44 years,Males
2021-05-29,New Brunswick,5,0 to 44 years,Females
2021-05-29,New Brunswick,15,45 to 64 years,Both sexes
2021-05-29,New Brunswick,5,45 to 64 years,Males
2021-05-29,New Brunswick,5,45 to 64 years,Females
2021-05-29,New Brunswick,70,65 to 84 years,Both sexes
2021-05-29,New Brunswick,35,65 to 84 years,Males
2021-05-29,New Brunswick,20,65 to 84 years,Females
2021-05-29,New Brunswick,60,85 years and over,Both sexes
2021-05-29,New Brunswick,25,85 years and over,Males
2021-05-29,New Brunswick,20,85 years and over,Females
2021-06-05,New Brunswick,160,all ages,Both sexes
2021-06-05,New Brunswick,65,all ages,Males
2021-06-05,New Brunswick,65,all ages,Females
2021-06-05,New Brunswick,35,0 to 44 years,Both sexes
2021-06-05,New Brunswick,5,0 to 44 years,Males
2021-06-05,New Brunswick,0,0 to 44 years,Females
2021-06-05,New Brunswick,25,45 to 64 years,Both sexes
2021-06-05,New Brunswick,15,45 to 64 years,Males
2021-06-05,New Brunswick,5,45 to 64 years,Females
2021-06-05,New Brunswick,65,65 to 84 years,Both sexes
2021-06-05,New Brunswick,20,65 to 84 years,Males
2021-06-05,New Brunswick,30,65 to 84 years,Females
2021-06-05,New Brunswick,55,85 years and over,Both sexes
2021-06-05,New Brunswick,25,85 years and over,Males
2021-06-05,New Brunswick,25,85 years and over,Females
2021-06-12,New Brunswick,170,all ages,Both sexes
2021-06-12,New Brunswick,60,all ages,Males
2021-06-12,New Brunswick,75,all ages,Females
2021-06-12,New Brunswick,10,0 to 44 years,Both sexes
2021-06-12,New Brunswick,0,0 to 44 years,Males
2021-06-12,New Brunswick,0,0 to 44 years,Females
2021-06-12,New Brunswick,20,45 to 64 years,Both sexes
2021-06-12,New Brunswick,10,45 to 64 years,Males
2021-06-12,New Brunswick,10,45 to 64 years,Females
2021-06-12,New Brunswick,80,65 to 84 years,Both sexes
2021-06-12,New Brunswick,35,65 to 84 years,Males
2021-06-12,New Brunswick,35,65 to 84 years,Females
2021-06-12,New Brunswick,60,85 years and over,Both sexes
2021-06-12,New Brunswick,15,85 years and over,Males
2021-06-12,New Brunswick,35,85 years and over,Females
2021-06-19,New Brunswick,150,all ages,Both sexes
2021-06-19,New Brunswick,55,all ages,Males
2021-06-19,New Brunswick,55,all ages,Females
2021-06-19,New Brunswick,25,0 to 44 years,Both sexes
2021-06-19,New Brunswick,5,0 to 44 years,Males
2021-06-19,New Brunswick,5,0 to 44 years,Females
2021-06-19,New Brunswick,20,45 to 64 years,Both sexes
2021-06-19,New Brunswick,10,45 to 64 years,Males
2021-06-19,New Brunswick,5,45 to 64 years,Females
2021-06-19,New Brunswick,65,65 to 84 years,Both sexes
2021-06-19,New Brunswick,25,65 to 84 years,Males
2021-06-19,New Brunswick,25,65 to 84 years,Females
2021-06-19,New Brunswick,50,85 years and over,Both sexes
2021-06-19,New Brunswick,15,85 years and over,Males
2021-06-19,New Brunswick,25,85 years and over,Females
2021-06-26,New Brunswick,160,all ages,Both sexes
2021-06-26,New Brunswick,60,all ages,Males
2021-06-26,New Brunswick,70,all ages,Females
2021-06-26,New Brunswick,20,0 to 44 years,Both sexes
2021-06-26,New Brunswick,0,0 to 44 years,Males
2021-06-26,New Brunswick,0,0 to 44 years,Females
2021-06-26,New Brunswick,20,45 to 64 years,Both sexes
2021-06-26,New Brunswick,10,45 to 64 years,Males
2021-06-26,New Brunswick,10,45 to 64 years,Females
2021-06-26,New Brunswick,90,65 to 84 years,Both sexes
2021-06-26,New Brunswick,35,65 to 84 years,Males
2021-06-26,New Brunswick,40,65 to 84 years,Females
2021-06-26,New Brunswick,40,85 years and over,Both sexes
2021-06-26,New Brunswick,15,85 years and over,Males
2021-06-26,New Brunswick,25,85 years and over,Females
2021-07-03,New Brunswick,170,all ages,Both sexes
2021-07-03,New Brunswick,65,all ages,Males
2021-07-03,New Brunswick,60,all ages,Females
2021-07-03,New Brunswick,15,0 to 44 years,Both sexes
2021-07-03,New Brunswick,0,0 to 44 years,Males
2021-07-03,New Brunswick,0,0 to 44 years,Females
2021-07-03,New Brunswick,20,45 to 64 years,Both sexes
2021-07-03,New Brunswick,10,45 to 64 years,Males
2021-07-03,New Brunswick,5,45 to 64 years,Females
2021-07-03,New Brunswick,80,65 to 84 years,Both sexes
2021-07-03,New Brunswick,35,65 to 84 years,Males
2021-07-03,New Brunswick,25,65 to 84 years,Females
2021-07-03,New Brunswick,55,85 years and over,Both sexes
2021-07-03,New Brunswick,20,85 years and over,Males
2021-07-03,New Brunswick,25,85 years and over,Females
2021-07-10,New Brunswick,145,all ages,Both sexes
2021-07-10,New Brunswick,50,all ages,Males
2021-07-10,New Brunswick,60,all ages,Females
2021-07-10,New Brunswick,20,0 to 44 years,Both sexes
2021-07-10,New Brunswick,0,0 to 44 years,Males
2021-07-10,New Brunswick,0,0 to 44 years,Females
2021-07-10,New Brunswick,30,45 to 64 years,Both sexes
2021-07-10,New Brunswick,10,45 to 64 years,Males
2021-07-10,New Brunswick,5,45 to 64 years,Females
2021-07-10,New Brunswick,55,65 to 84 years,Both sexes
2021-07-10,New Brunswick,20,65 to 84 years,Males
2021-07-10,New Brunswick,25,65 to 84 years,Females
2021-07-10,New Brunswick,50,85 years and over,Both sexes
2021-07-10,New Brunswick,20,85 years and over,Males
2021-07-10,New Brunswick,20,85 years and over,Females
2021-07-17,New Brunswick,170,all ages,Both sexes
2021-07-17,New Brunswick,70,all ages,Males
2021-07-17,New Brunswick,55,all ages,Females
2021-07-17,New Brunswick,35,0 to 44 years,Both sexes
2021-07-17,New Brunswick,5,0 to 44 years,Males
2021-07-17,New Brunswick,5,0 to 44 years,Females
2021-07-17,New Brunswick,25,45 to 64 years,Both sexes
2021-07-17,New Brunswick,15,45 to 64 years,Males
2021-07-17,New Brunswick,10,45 to 64 years,Females
2021-07-17,New Brunswick,80,65 to 84 years,Both sexes
2021-07-17,New Brunswick,40,65 to 84 years,Males
2021-07-17,New Brunswick,20,65 to 84 years,Females
2021-07-17,New Brunswick,50,85 years and over,Both sexes
2021-07-17,New Brunswick,15,85 years and over,Males
2021-07-17,New Brunswick,20,85 years and over,Females
2021-07-24,New Brunswick,165,all ages,Both sexes
2021-07-24,New Brunswick,70,all ages,Males
2021-07-24,New Brunswick,60,all ages,Females
2021-07-24,New Brunswick,10,0 to 44 years,Both sexes
2021-07-24,New Brunswick,0,0 to 44 years,Males
2021-07-24,New Brunswick,5,0 to 44 years,Females
2021-07-24,New Brunswick,25,45 to 64 years,Both sexes
2021-07-24,New Brunswick,15,45 to 64 years,Males
2021-07-24,New Brunswick,5,45 to 64 years,Females
2021-07-24,New Brunswick,75,65 to 84 years,Both sexes
2021-07-24,New Brunswick,40,65 to 84 years,Males
2021-07-24,New Brunswick,25,65 to 84 years,Females
2021-07-24,New Brunswick,55,85 years and over,Both sexes
2021-07-24,New Brunswick,15,85 years and over,Males
2021-07-24,New Brunswick,30,85 years and over,Females
2021-07-31,New Brunswick,180,all ages,Both sexes
2021-07-31,New Brunswick,60,all ages,Males
2021-07-31,New Brunswick,70,all ages,Females
2021-07-31,New Brunswick,20,0 to 44 years,Both sexes
2021-07-31,New Brunswick,5,0 to 44 years,Males
2021-07-31,New Brunswick,0,0 to 44 years,Females
2021-07-31,New Brunswick,20,45 to 64 years,Both sexes
2021-07-31,New Brunswick,5,45 to 64 years,Males
2021-07-31,New Brunswick,5,45 to 64 years,Females
2021-07-31,New Brunswick,80,65 to 84 years,Both sexes
2021-07-31,New Brunswick,35,65 to 84 years,Males
2021-07-31,New Brunswick,25,65 to 84 years,Females
2021-07-31,New Brunswick,70,85 years and over,Both sexes
2021-07-31,New Brunswick,20,85 years and over,Males
2021-07-31,New Brunswick,35,85 years and over,Females
2021-08-07,New Brunswick,165,all ages,Both sexes
2021-08-07,New Brunswick,60,all ages,Males
2021-08-07,New Brunswick,60,all ages,Females
2021-08-07,New Brunswick,15,0 to 44 years,Both sexes
2021-08-07,New Brunswick,0,0 to 44 years,Males
2021-08-07,New Brunswick,0,0 to 44 years,Females
2021-08-07,New Brunswick,20,45 to 64 years,Both sexes
2021-08-07,New Brunswick,15,45 to 64 years,Males
2021-08-07,New Brunswick,0,45 to 64 years,Females
2021-08-07,New Brunswick,85,65 to 84 years,Both sexes
2021-08-07,New Brunswick,35,65 to 84 years,Males
2021-08-07,New Brunswick,25,65 to 84 years,Females
2021-08-07,New Brunswick,50,85 years and over,Both sexes
2021-08-07,New Brunswick,10,85 years and over,Males
2021-08-07,New Brunswick,25,85 years and over,Females
2021-08-14,New Brunswick,170,all ages,Both sexes
2021-08-14,New Brunswick,80,all ages,Males
2021-08-14,New Brunswick,55,all ages,Females
2021-08-14,New Brunswick,40,0 to 44 years,Both sexes
2021-08-14,New Brunswick,5,0 to 44 years,Males
2021-08-14,New Brunswick,0,0 to 44 years,Females
2021-08-14,New Brunswick,15,45 to 64 years,Both sexes
2021-08-14,New Brunswick,5,45 to 64 years,Males
2021-08-14,New Brunswick,5,45 to 64 years,Females
2021-08-14,New Brunswick,90,65 to 84 years,Both sexes
2021-08-14,New Brunswick,45,65 to 84 years,Males
2021-08-14,New Brunswick,25,65 to 84 years,Females
2021-08-14,New Brunswick,50,85 years and over,Both sexes
2021-08-14,New Brunswick,20,85 years and over,Males
2021-08-14,New Brunswick,25,85 years and over,Females
2021-08-21,New Brunswick,160,all ages,Both sexes
2021-08-21,New Brunswick,60,all ages,Males
2021-08-21,New Brunswick,60,all ages,Females
2021-08-21,New Brunswick,10,0 to 44 years,Both sexes
2021-08-21,New Brunswick,0,0 to 44 years,Males
2021-08-21,New Brunswick,0,0 to 44 years,Females
2021-08-21,New Brunswick,40,45 to 64 years,Both sexes
2021-08-21,New Brunswick,20,45 to 64 years,Males
2021-08-21,New Brunswick,10,45 to 64 years,Females
2021-08-21,New Brunswick,65,65 to 84 years,Both sexes
2021-08-21,New Brunswick,25,65 to 84 years,Males
2021-08-21,New Brunswick,25,65 to 84 years,Females
2021-08-21,New Brunswick,50,85 years and over,Both sexes
2021-08-21,New Brunswick,20,85 years and over,Males
2021-08-21,New Brunswick,25,85 years and over,Females
2021-08-28,New Brunswick,150,all ages,Both sexes
2021-08-28,New Brunswick,70,all ages,Males
2021-08-28,New Brunswick,50,all ages,Females
2021-08-28,New Brunswick,35,0 to 44 years,Both sexes
2021-08-28,New Brunswick,5,0 to 44 years,Males
2021-08-28,New Brunswick,0,0 to 44 years,Females
2021-08-28,New Brunswick,30,45 to 64 years,Both sexes
2021-08-28,New Brunswick,15,45 to 64 years,Males
2021-08-28,New Brunswick,5,45 to 64 years,Females
2021-08-28,New Brunswick,70,65 to 84 years,Both sexes
2021-08-28,New Brunswick,35,65 to 84 years,Males
2021-08-28,New Brunswick,20,65 to 84 years,Females
2021-08-28,New Brunswick,35,85 years and over,Both sexes
2021-08-28,New Brunswick,10,85 years and over,Males
2021-08-28,New Brunswick,20,85 years and over,Females
2021-09-04,New Brunswick,205,all ages,Both sexes
2021-09-04,New Brunswick,80,all ages,Males
2021-09-04,New Brunswick,85,all ages,Females
2021-09-04,New Brunswick,30,0 to 44 years,Both sexes
2021-09-04,New Brunswick,0,0 to 44 years,Males
2021-09-04,New Brunswick,5,0 to 44 years,Females
2021-09-04,New Brunswick,25,45 to 64 years,Both sexes
2021-09-04,New Brunswick,10,45 to 64 years,Males
2021-09-04,New Brunswick,10,45 to 64 years,Females
2021-09-04,New Brunswick,100,65 to 84 years,Both sexes
2021-09-04,New Brunswick,40,65 to 84 years,Males
2021-09-04,New Brunswick,40,65 to 84 years,Females
2021-09-04,New Brunswick,60,85 years and over,Both sexes
2021-09-04,New Brunswick,25,85 years and over,Males
2021-09-04,New Brunswick,30,85 years and over,Females
2021-09-11,New Brunswick,195,all ages,Both sexes
2021-09-11,New Brunswick,75,all ages,Males
2021-09-11,New Brunswick,70,all ages,Females
2021-09-11,New Brunswick,10,0 to 44 years,Both sexes
2021-09-11,New Brunswick,0,0 to 44 years,Males
2021-09-11,New Brunswick,0,0 to 44 years,Females
2021-09-11,New Brunswick,20,45 to 64 years,Both sexes
2021-09-11,New Brunswick,10,45 to 64 years,Males
2021-09-11,New Brunswick,0,45 to 64 years,Females
2021-09-11,New Brunswick,95,65 to 84 years,Both sexes
2021-09-11,New Brunswick,45,65 to 84 years,Males
2021-09-11,New Brunswick,30,65 to 84 years,Females
2021-09-11,New Brunswick,70,85 years and over,Both sexes
2021-09-11,New Brunswick,15,85 years and over,Males
2021-09-11,New Brunswick,40,85 years and over,Females
2021-09-18,New Brunswick,185,all ages,Both sexes
2021-09-18,New Brunswick,70,all ages,Males
2021-09-18,New Brunswick,65,all ages,Females
2021-09-18,New Brunswick,30,0 to 44 years,Both sexes
2021-09-18,New Brunswick,0,0 to 44 years,Males
2021-09-18,New Brunswick,0,0 to 44 years,Females
2021-09-18,New Brunswick,30,45 to 64 years,Both sexes
2021-09-18,New Brunswick,10,45 to 64 years,Males
2021-09-18,New Brunswick,5,45 to 64 years,Females
2021-09-18,New Brunswick,85,65 to 84 years,Both sexes
2021-09-18,New Brunswick,45,65 to 84 years,Males
2021-09-18,New Brunswick,25,65 to 84 years,Females
2021-09-18,New Brunswick,60,85 years and over,Both sexes
2021-09-18,New Brunswick,10,85 years and over,Males
2021-09-18,New Brunswick,35,85 years and over,Females
2021-09-25,New Brunswick,175,all ages,Both sexes
2021-09-25,New Brunswick,65,all ages,Males
2021-09-25,New Brunswick,55,all ages,Females
2021-09-25,New Brunswick,25,0 to 44 years,Both sexes
2021-09-25,New Brunswick,5,0 to 44 years,Males
2021-09-25,New Brunswick,0,0 to 44 years,Females
2021-09-25,New Brunswick,25,45 to 64 years,Both sexes
2021-09-25,New Brunswick,10,45 to 64 years,Males
2021-09-25,New Brunswick,15,45 to 64 years,Females
2021-09-25,New Brunswick,75,65 to 84 years,Both sexes
2021-09-25,New Brunswick,30,65 to 84 years,Males
2021-09-25,New Brunswick,20,65 to 84 years,Females
2021-09-25,New Brunswick,55,85 years and over,Both sexes
2021-09-25,New Brunswick,25,85 years and over,Males
2021-09-25,New Brunswick,20,85 years and over,Females
2021-10-02,New Brunswick,220,all ages,Both sexes
2021-10-02,New Brunswick,85,all ages,Males
2021-10-02,New Brunswick,75,all ages,Females
2021-10-02,New Brunswick,30,0 to 44 years,Both sexes
2021-10-02,New Brunswick,0,0 to 44 years,Males
2021-10-02,New Brunswick,0,0 to 44 years,Females
2021-10-02,New Brunswick,35,45 to 64 years,Both sexes
2021-10-02,New Brunswick,10,45 to 64 years,Males
2021-10-02,New Brunswick,10,45 to 64 years,Females
2021-10-02,New Brunswick,110,65 to 84 years,Both sexes
2021-10-02,New Brunswick,50,65 to 84 years,Males
2021-10-02,New Brunswick,35,65 to 84 years,Females
2021-10-02,New Brunswick,65,85 years and over,Both sexes
2021-10-02,New Brunswick,20,85 years and over,Males
2021-10-02,New Brunswick,30,85 years and over,Females
2021-10-09,New Brunswick,200,all ages,Both sexes
2021-10-09,New Brunswick,65,all ages,Males
2021-10-09,New Brunswick,60,all ages,Females
2021-10-09,New Brunswick,25,0 to 44 years,Both sexes
2021-10-09,New Brunswick,5,0 to 44 years,Males
2021-10-09,New Brunswick,0,0 to 44 years,Females
2021-10-09,New Brunswick,35,45 to 64 years,Both sexes
2021-10-09,New Brunswick,15,45 to 64 years,Males
2021-10-09,New Brunswick,5,45 to 64 years,Females
2021-10-09,New Brunswick,90,65 to 84 years,Both sexes
2021-10-09,New Brunswick,35,65 to 84 years,Males
2021-10-09,New Brunswick,30,65 to 84 years,Females
2021-10-09,New Brunswick,65,85 years and over,Both sexes
2021-10-09,New Brunswick,15,85 years and over,Males
2021-10-09,New Brunswick,20,85 years and over,Females
2021-10-16,New Brunswick,190,all ages,Both sexes
2021-10-16,New Brunswick,15,all ages,Males
2021-10-16,New Brunswick,10,all ages,Females
2021-10-16,New Brunswick,25,0 to 44 years,Both sexes
2021-10-16,New Brunswick,0,0 to 44 years,Males
2021-10-16,New Brunswick,0,0 to 44 years,Females
2021-10-16,New Brunswick,25,45 to 64 years,Both sexes
2021-10-16,New Brunswick,0,45 to 64 years,Males
2021-10-16,New Brunswick,5,45 to 64 years,Females
2021-10-16,New Brunswick,100,65 to 84 years,Both sexes
2021-10-16,New Brunswick,5,65 to 84 years,Males
2021-10-16,New Brunswick,5,65 to 84 years,Females
2021-10-16,New Brunswick,60,85 years and over,Both sexes
2021-10-16,New Brunswick,10,85 years and over,Males
2021-10-16,New Brunswick,0,85 years and over,Females
2021-10-23,New Brunswick,210,all ages,Both sexes
2021-10-23,New Brunswick,15,all ages,Males
2021-10-23,New Brunswick,15,all ages,Females
2021-10-23,New Brunswick,50,0 to 44 years,Both sexes
2021-10-23,New Brunswick,0,0 to 44 years,Males
2021-10-23,New Brunswick,0,0 to 44 years,Females
2021-10-23,New Brunswick,25,45 to 64 years,Both sexes
2021-10-23,New Brunswick,5,45 to 64 years,Males
2021-10-23,New Brunswick,0,45 to 64 years,Females
2021-10-23,New Brunswick,110,65 to 84 years,Both sexes
2021-10-23,New Brunswick,5,65 to 84 years,Males
2021-10-23,New Brunswick,5,65 to 84 years,Females
2021-10-23,New Brunswick,55,85 years and over,Both sexes
2021-10-23,New Brunswick,5,85 years and over,Males
2021-10-23,New Brunswick,5,85 years and over,Females
2021-10-30,New Brunswick,,all ages,Both sexes
2021-10-30,New Brunswick,,all ages,Males
2021-10-30,New Brunswick,,all ages,Females
2021-10-30,New Brunswick,,0 to 44 years,Both sexes
2021-10-30,New Brunswick,,0 to 44 years,Males
2021-10-30,New Brunswick,,0 to 44 years,Females
2021-10-30,New Brunswick,,45 to 64 years,Both sexes
2021-10-30,New Brunswick,,45 to 64 years,Males
2021-10-30,New Brunswick,,45 to 64 years,Females
2021-10-30,New Brunswick,,65 to 84 years,Both sexes
2021-10-30,New Brunswick,,65 to 84 years,Males
2021-10-30,New Brunswick,,65 to 84 years,Females
2021-10-30,New Brunswick,,85 years and over,Both sexes
2021-10-30,New Brunswick,,85 years and over,Males
2021-10-30,New Brunswick,,85 years and over,Females
2021-11-06,New Brunswick,,all ages,Both sexes
2021-11-06,New Brunswick,,all ages,Males
2021-11-06,New Brunswick,,all ages,Females
2021-11-06,New Brunswick,,0 to 44 years,Both sexes
2021-11-06,New Brunswick,,0 to 44 years,Males
2021-11-06,New Brunswick,,0 to 44 years,Females
2021-11-06,New Brunswick,,45 to 64 years,Both sexes
2021-11-06,New Brunswick,,45 to 64 years,Males
2021-11-06,New Brunswick,,45 to 64 years,Females
2021-11-06,New Brunswick,,65 to 84 years,Both sexes
2021-11-06,New Brunswick,,65 to 84 years,Males
2021-11-06,New Brunswick,,65 to 84 years,Females
2021-11-06,New Brunswick,,85 years and over,Both sexes
2021-11-06,New Brunswick,,85 years and over,Males
2021-11-06,New Brunswick,,85 years and over,Females
2021-11-13,New Brunswick,,all ages,Both sexes
2021-11-13,New Brunswick,,all ages,Males
2021-11-13,New Brunswick,,all ages,Females
2021-11-13,New Brunswick,,0 to 44 years,Both sexes
2021-11-13,New Brunswick,,0 to 44 years,Males
2021-11-13,New Brunswick,,0 to 44 years,Females
2021-11-13,New Brunswick,,45 to 64 years,Both sexes
2021-11-13,New Brunswick,,45 to 64 years,Males
2021-11-13,New Brunswick,,45 to 64 years,Females
2021-11-13,New Brunswick,,65 to 84 years,Both sexes
2021-11-13,New Brunswick,,65 to 84 years,Males
2021-11-13,New Brunswick,,65 to 84 years,Females
2021-11-13,New Brunswick,,85 years and over,Both sexes
2021-11-13,New Brunswick,,85 years and over,Males
2021-11-13,New Brunswick,,85 years and over,Females
2021-11-20,New Brunswick,,all ages,Both sexes
2021-11-20,New Brunswick,,all ages,Males
2021-11-20,New Brunswick,,all ages,Females
2021-11-20,New Brunswick,,0 to 44 years,Both sexes
2021-11-20,New Brunswick,,0 to 44 years,Males
2021-11-20,New Brunswick,,0 to 44 years,Females
2021-11-20,New Brunswick,,45 to 64 years,Both sexes
2021-11-20,New Brunswick,,45 to 64 years,Males
2021-11-20,New Brunswick,,45 to 64 years,Females
2021-11-20,New Brunswick,,65 to 84 years,Both sexes
2021-11-20,New Brunswick,,65 to 84 years,Males
2021-11-20,New Brunswick,,65 to 84 years,Females
2021-11-20,New Brunswick,,85 years and over,Both sexes
2021-11-20,New Brunswick,,85 years and over,Males
2021-11-20,New Brunswick,,85 years and over,Females
2021-11-27,New Brunswick,,all ages,Both sexes
2021-11-27,New Brunswick,,all ages,Males
2021-11-27,New Brunswick,,all ages,Females
2021-11-27,New Brunswick,,0 to 44 years,Both sexes
2021-11-27,New Brunswick,,0 to 44 years,Males
2021-11-27,New Brunswick,,0 to 44 years,Females
2021-11-27,New Brunswick,,45 to 64 years,Both sexes
2021-11-27,New Brunswick,,45 to 64 years,Males
2021-11-27,New Brunswick,,45 to 64 years,Females
2021-11-27,New Brunswick,,65 to 84 years,Both sexes
2021-11-27,New Brunswick,,65 to 84 years,Males
2021-11-27,New Brunswick,,65 to 84 years,Females
2021-11-27,New Brunswick,,85 years and over,Both sexes
2021-11-27,New Brunswick,,85 years and over,Males
2021-11-27,New Brunswick,,85 years and over,Females
2021-12-04,New Brunswick,,all ages,Both sexes
2021-12-04,New Brunswick,,all ages,Males
2021-12-04,New Brunswick,,all ages,Females
2021-12-04,New Brunswick,,0 to 44 years,Both sexes
2021-12-04,New Brunswick,,0 to 44 years,Males
2021-12-04,New Brunswick,,0 to 44 years,Females
2021-12-04,New Brunswick,,45 to 64 years,Both sexes
2021-12-04,New Brunswick,,45 to 64 years,Males
2021-12-04,New Brunswick,,45 to 64 years,Females
2021-12-04,New Brunswick,,65 to 84 years,Both sexes
2021-12-04,New Brunswick,,65 to 84 years,Males
2021-12-04,New Brunswick,,65 to 84 years,Females
2021-12-04,New Brunswick,,85 years and over,Both sexes
2021-12-04,New Brunswick,,85 years and over,Males
2021-12-04,New Brunswick,,85 years and over,Females
2021-12-11,New Brunswick,,all ages,Both sexes
2021-12-11,New Brunswick,,all ages,Males
2021-12-11,New Brunswick,,all ages,Females
2021-12-11,New Brunswick,,0 to 44 years,Both sexes
2021-12-11,New Brunswick,,0 to 44 years,Males
2021-12-11,New Brunswick,,0 to 44 years,Females
2021-12-11,New Brunswick,,45 to 64 years,Both sexes
2021-12-11,New Brunswick,,45 to 64 years,Males
2021-12-11,New Brunswick,,45 to 64 years,Females
2021-12-11,New Brunswick,,65 to 84 years,Both sexes
2021-12-11,New Brunswick,,65 to 84 years,Males
2021-12-11,New Brunswick,,65 to 84 years,Females
2021-12-11,New Brunswick,,85 years and over,Both sexes
2021-12-11,New Brunswick,,85 years and over,Males
2021-12-11,New Brunswick,,85 years and over,Females
2021-12-18,New Brunswick,,all ages,Both sexes
2021-12-18,New Brunswick,,all ages,Males
2021-12-18,New Brunswick,,all ages,Females
2021-12-18,New Brunswick,,0 to 44 years,Both sexes
2021-12-18,New Brunswick,,0 to 44 years,Males
2021-12-18,New Brunswick,,0 to 44 years,Females
2021-12-18,New Brunswick,,45 to 64 years,Both sexes
2021-12-18,New Brunswick,,45 to 64 years,Males
2021-12-18,New Brunswick,,45 to 64 years,Females
2021-12-18,New Brunswick,,65 to 84 years,Both sexes
2021-12-18,New Brunswick,,65 to 84 years,Males
2021-12-18,New Brunswick,,65 to 84 years,Females
2021-12-18,New Brunswick,,85 years and over,Both sexes
2021-12-18,New Brunswick,,85 years and over,Males
2021-12-18,New Brunswick,,85 years and over,Females
2021-12-25,New Brunswick,,all ages,Both sexes
2021-12-25,New Brunswick,,all ages,Males
2021-12-25,New Brunswick,,all ages,Females
2021-12-25,New Brunswick,,0 to 44 years,Both sexes
2021-12-25,New Brunswick,,0 to 44 years,Males
2021-12-25,New Brunswick,,0 to 44 years,Females
2021-12-25,New Brunswick,,45 to 64 years,Both sexes
2021-12-25,New Brunswick,,45 to 64 years,Males
2021-12-25,New Brunswick,,45 to 64 years,Females
2021-12-25,New Brunswick,,65 to 84 years,Both sexes
2021-12-25,New Brunswick,,65 to 84 years,Males
2021-12-25,New Brunswick,,65 to 84 years,Females
2021-12-25,New Brunswick,,85 years and over,Both sexes
2021-12-25,New Brunswick,,85 years and over,Males
2021-12-25,New Brunswick,,85 years and over,Females
2022-01-01,New Brunswick,,all ages,Both sexes
2022-01-01,New Brunswick,,all ages,Males
2022-01-01,New Brunswick,,all ages,Females
2022-01-01,New Brunswick,,0 to 44 years,Both sexes
2022-01-01,New Brunswick,,0 to 44 years,Males
2022-01-01,New Brunswick,,0 to 44 years,Females
2022-01-01,New Brunswick,,45 to 64 years,Both sexes
2022-01-01,New Brunswick,,45 to 64 years,Males
2022-01-01,New Brunswick,,45 to 64 years,Females
2022-01-01,New Brunswick,,65 to 84 years,Both sexes
