Date,GEO,value,Age,Sex,Characteristics
2020-01-18,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2020-01-18,Nova Scotia,215,all ages,Both sexes,Number of deaths
2020-01-18,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Nova Scotia,35,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Nova Scotia,105,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Nova Scotia,75,85 years and over,Both sexes,Number of deaths
2020-01-18,New Brunswick,150,all ages,Both sexes,Number of deaths
2020-01-18,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2020-01-18,New Brunswick,15,45 to 64 years,Both sexes,Number of deaths
2020-01-18,New Brunswick,65,65 to 84 years,Both sexes,Number of deaths
2020-01-18,New Brunswick,65,85 years and over,Both sexes,Number of deaths
2020-01-18,Quebec,1470,all ages,Both sexes,Number of deaths
2020-01-18,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Quebec,195,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Quebec,630,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Quebec,595,85 years and over,Both sexes,Number of deaths
2020-01-18,Ontario,2275,all ages,Both sexes,Number of deaths
2020-01-18,Ontario,95,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Ontario,335,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Ontario,965,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Ontario,875,85 years and over,Both sexes,Number of deaths
2020-01-18,Manitoba,280,all ages,Both sexes,Number of deaths
2020-01-18,Manitoba,20,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Manitoba,45,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Manitoba,115,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Manitoba,105,85 years and over,Both sexes,Number of deaths
2020-01-18,Saskatchewan,225,all ages,Both sexes,Number of deaths
2020-01-18,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Saskatchewan,90,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Saskatchewan,95,85 years and over,Both sexes,Number of deaths
2020-01-18,Alberta,560,all ages,Both sexes,Number of deaths
2020-01-18,Alberta,35,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Alberta,100,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Alberta,230,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Alberta,195,85 years and over,Both sexes,Number of deaths
2020-01-18,British Columbia,820,all ages,Both sexes,Number of deaths
2020-01-18,British Columbia,40,0 to 44 years,Both sexes,Number of deaths
2020-01-18,British Columbia,120,45 to 64 years,Both sexes,Number of deaths
2020-01-18,British Columbia,325,65 to 84 years,Both sexes,Number of deaths
2020-01-18,British Columbia,335,85 years and over,Both sexes,Number of deaths
2020-01-18,Yukon,,all ages,Both sexes,Number of deaths
2020-01-18,Yukon,,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Yukon,,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Yukon,,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Yukon,,85 years and over,Both sexes,Number of deaths
2020-01-18,Northwest Territories,5,all ages,Both sexes,Number of deaths
2020-01-18,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2020-01-18,Nunavut,0,all ages,Both sexes,Number of deaths
2020-01-18,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Nunavut,,85 years and over,Both sexes,Number of deaths
2020-01-25,Canada,6165,all ages,Both sexes,Number of deaths
2020-01-25,Canada,260,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Canada,895,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Canada,2660,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Canada,2355,85 years and over,Both sexes,Number of deaths
2020-01-25,Newfoundland and Labrador,105,all ages,Both sexes,Number of deaths
2020-01-25,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Newfoundland and Labrador,50,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2020-01-25,Prince Edward Island,25,all ages,Both sexes,Number of deaths
2020-01-25,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2020-01-25,Nova Scotia,190,all ages,Both sexes,Number of deaths
2020-01-25,Nova Scotia,0,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Nova Scotia,85,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Nova Scotia,80,85 years and over,Both sexes,Number of deaths
2020-01-25,New Brunswick,150,all ages,Both sexes,Number of deaths
2020-01-25,New Brunswick,0,0 to 44 years,Both sexes,Number of deaths
2020-01-25,New Brunswick,15,45 to 64 years,Both sexes,Number of deaths
2020-01-25,New Brunswick,80,65 to 84 years,Both sexes,Number of deaths
2020-01-25,New Brunswick,45,85 years and over,Both sexes,Number of deaths
2020-01-25,Quebec,1510,all ages,Both sexes,Number of deaths
2020-01-25,Quebec,55,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Quebec,215,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Quebec,675,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Quebec,570,85 years and over,Both sexes,Number of deaths
2020-01-25,Ontario,2270,all ages,Both sexes,Number of deaths
2020-01-25,Ontario,85,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Ontario,340,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Ontario,975,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Ontario,865,85 years and over,Both sexes,Number of deaths
2020-01-25,Manitoba,235,all ages,Both sexes,Number of deaths
2020-01-25,Manitoba,10,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Manitoba,30,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Manitoba,100,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Manitoba,100,85 years and over,Both sexes,Number of deaths
2020-01-25,Saskatchewan,195,all ages,Both sexes,Number of deaths
2020-01-25,Saskatchewan,10,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Saskatchewan,75,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Saskatchewan,75,85 years and over,Both sexes,Number of deaths
2020-01-25,Alberta,605,all ages,Both sexes,Number of deaths
2020-01-25,Alberta,45,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Alberta,100,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Alberta,260,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Alberta,210,85 years and over,Both sexes,Number of deaths
2020-01-25,British Columbia,870,all ages,Both sexes,Number of deaths
2020-01-25,British Columbia,50,0 to 44 years,Both sexes,Number of deaths
2020-01-25,British Columbia,105,45 to 64 years,Both sexes,Number of deaths
2020-01-25,British Columbia,340,65 to 84 years,Both sexes,Number of deaths
2020-01-25,British Columbia,365,85 years and over,Both sexes,Number of deaths
2020-01-25,Yukon,,all ages,Both sexes,Number of deaths
2020-01-25,Yukon,,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Yukon,,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Yukon,,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Yukon,,85 years and over,Both sexes,Number of deaths
2020-01-25,Northwest Territories,5,all ages,Both sexes,Number of deaths
2020-01-25,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2020-01-25,Nunavut,5,all ages,Both sexes,Number of deaths
2020-01-25,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2020-01-25,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2020-01-25,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2020-01-25,Nunavut,,85 years and over,Both sexes,Number of deaths
2020-02-01,Canada,5845,all ages,Both sexes,Number of deaths
2020-02-01,Canada,255,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Canada,855,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Canada,2505,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Canada,2230,85 years and over,Both sexes,Number of deaths
2020-02-01,Newfoundland and Labrador,125,all ages,Both sexes,Number of deaths
2020-02-01,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Newfoundland and Labrador,60,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Newfoundland and Labrador,40,85 years and over,Both sexes,Number of deaths
2020-02-01,Prince Edward Island,35,all ages,Both sexes,Number of deaths
2020-02-01,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2020-02-01,Nova Scotia,195,all ages,Both sexes,Number of deaths
2020-02-01,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Nova Scotia,110,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Nova Scotia,50,85 years and over,Both sexes,Number of deaths
2020-02-01,New Brunswick,140,all ages,Both sexes,Number of deaths
2020-02-01,New Brunswick,0,0 to 44 years,Both sexes,Number of deaths
2020-02-01,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2020-02-01,New Brunswick,65,65 to 84 years,Both sexes,Number of deaths
2020-02-01,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2020-02-01,Quebec,1430,all ages,Both sexes,Number of deaths
2020-02-01,Quebec,35,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Quebec,185,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Quebec,630,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Quebec,580,85 years and over,Both sexes,Number of deaths
2020-02-01,Ontario,2185,all ages,Both sexes,Number of deaths
2020-02-01,Ontario,95,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Ontario,335,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Ontario,920,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Ontario,840,85 years and over,Both sexes,Number of deaths
2020-02-01,Manitoba,230,all ages,Both sexes,Number of deaths
2020-02-01,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Manitoba,40,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Manitoba,90,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Manitoba,85,85 years and over,Both sexes,Number of deaths
2020-02-01,Saskatchewan,185,all ages,Both sexes,Number of deaths
2020-02-01,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Saskatchewan,70,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Saskatchewan,65,85 years and over,Both sexes,Number of deaths
2020-02-01,Alberta,535,all ages,Both sexes,Number of deaths
2020-02-01,Alberta,35,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Alberta,95,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Alberta,220,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Alberta,195,85 years and over,Both sexes,Number of deaths
2020-02-01,British Columbia,780,all ages,Both sexes,Number of deaths
2020-02-01,British Columbia,50,0 to 44 years,Both sexes,Number of deaths
2020-02-01,British Columbia,110,45 to 64 years,Both sexes,Number of deaths
2020-02-01,British Columbia,320,65 to 84 years,Both sexes,Number of deaths
2020-02-01,British Columbia,300,85 years and over,Both sexes,Number of deaths
2020-02-01,Yukon,,all ages,Both sexes,Number of deaths
2020-02-01,Yukon,,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Yukon,,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Yukon,,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Yukon,,85 years and over,Both sexes,Number of deaths
2020-02-01,Northwest Territories,5,all ages,Both sexes,Number of deaths
2020-02-01,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2020-02-01,Nunavut,0,all ages,Both sexes,Number of deaths
2020-02-01,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2020-02-01,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2020-02-01,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2020-02-01,Nunavut,,85 years and over,Both sexes,Number of deaths
2020-02-08,Canada,5900,all ages,Both sexes,Number of deaths
2020-02-08,Canada,260,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Canada,865,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Canada,2510,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Canada,2265,85 years and over,Both sexes,Number of deaths
2020-02-08,Newfoundland and Labrador,120,all ages,Both sexes,Number of deaths
2020-02-08,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Newfoundland and Labrador,65,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Newfoundland and Labrador,40,85 years and over,Both sexes,Number of deaths
2020-02-08,Prince Edward Island,20,all ages,Both sexes,Number of deaths
2020-02-08,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2020-02-08,Nova Scotia,195,all ages,Both sexes,Number of deaths
2020-02-08,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Nova Scotia,15,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Nova Scotia,100,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Nova Scotia,70,85 years and over,Both sexes,Number of deaths
2020-02-08,New Brunswick,165,all ages,Both sexes,Number of deaths
2020-02-08,New Brunswick,10,0 to 44 years,Both sexes,Number of deaths
2020-02-08,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2020-02-08,New Brunswick,80,65 to 84 years,Both sexes,Number of deaths
2020-02-08,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2020-02-08,Quebec,1485,all ages,Both sexes,Number of deaths
2020-02-08,Quebec,35,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Quebec,215,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Quebec,660,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Quebec,575,85 years and over,Both sexes,Number of deaths
2020-02-08,Ontario,2185,all ages,Both sexes,Number of deaths
2020-02-08,Ontario,105,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Ontario,320,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Ontario,900,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Ontario,855,85 years and over,Both sexes,Number of deaths
2020-02-08,Manitoba,225,all ages,Both sexes,Number of deaths
2020-02-08,Manitoba,10,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Manitoba,35,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Manitoba,95,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Manitoba,80,85 years and over,Both sexes,Number of deaths
2020-02-08,Saskatchewan,175,all ages,Both sexes,Number of deaths
2020-02-08,Saskatchewan,5,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Saskatchewan,55,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Saskatchewan,85,85 years and over,Both sexes,Number of deaths
2020-02-08,Alberta,555,all ages,Both sexes,Number of deaths
2020-02-08,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Alberta,95,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Alberta,220,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Alberta,195,85 years and over,Both sexes,Number of deaths
2020-02-08,British Columbia,770,all ages,Both sexes,Number of deaths
2020-02-08,British Columbia,35,0 to 44 years,Both sexes,Number of deaths
2020-02-08,British Columbia,100,45 to 64 years,Both sexes,Number of deaths
2020-02-08,British Columbia,330,65 to 84 years,Both sexes,Number of deaths
2020-02-08,British Columbia,305,85 years and over,Both sexes,Number of deaths
2020-02-08,Yukon,,all ages,Both sexes,Number of deaths
2020-02-08,Yukon,,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Yukon,,45 to 64 years,Both sexes,Number of deaths
2020-02-08,Yukon,,65 to 84 years,Both sexes,Number of deaths
2020-02-08,Yukon,,85 years and over,Both sexes,Number of deaths
2020-02-08,Northwest Territories,5,all ages,Both sexes,Number of deaths
2020-02-08,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2020-02-08,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
