Date,GEO,value,Age,Sex,Characteristics
2019-12-07,Saskatchewan,215,all ages,Both sexes,Number of deaths
2019-12-07,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2019-12-07,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2019-12-07,Saskatchewan,90,65 to 84 years,Both sexes,Number of deaths
2019-12-07,Saskatchewan,75,85 years and over,Both sexes,Number of deaths
2019-12-07,Alberta,555,all ages,Both sexes,Number of deaths
2019-12-07,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2019-12-07,Alberta,100,45 to 64 years,Both sexes,Number of deaths
2019-12-07,Alberta,220,65 to 84 years,Both sexes,Number of deaths
2019-12-07,Alberta,185,85 years and over,Both sexes,Number of deaths
2019-12-07,British Columbia,790,all ages,Both sexes,Number of deaths
2019-12-07,British Columbia,40,0 to 44 years,Both sexes,Number of deaths
2019-12-07,British Columbia,105,45 to 64 years,Both sexes,Number of deaths
2019-12-07,British Columbia,335,65 to 84 years,Both sexes,Number of deaths
2019-12-07,British Columbia,315,85 years and over,Both sexes,Number of deaths
2019-12-07,Yukon,,all ages,Both sexes,Number of deaths
2019-12-07,Yukon,,0 to 44 years,Both sexes,Number of deaths
2019-12-07,Yukon,,45 to 64 years,Both sexes,Number of deaths
2019-12-07,Yukon,,65 to 84 years,Both sexes,Number of deaths
2019-12-07,Yukon,,85 years and over,Both sexes,Number of deaths
2019-12-07,Northwest Territories,5,all ages,Both sexes,Number of deaths
2019-12-07,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2019-12-07,Northwest Territories,5,45 to 64 years,Both sexes,Number of deaths
2019-12-07,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2019-12-07,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2019-12-07,Nunavut,0,all ages,Both sexes,Number of deaths
2019-12-07,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2019-12-07,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2019-12-07,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2019-12-07,Nunavut,0,85 years and over,Both sexes,Number of deaths
2019-12-14,Canada,5720,all ages,Both sexes,Number of deaths
2019-12-14,Canada,255,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Canada,765,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Canada,2510,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Canada,2185,85 years and over,Both sexes,Number of deaths
2019-12-14,Newfoundland and Labrador,105,all ages,Both sexes,Number of deaths
2019-12-14,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Newfoundland and Labrador,60,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2019-12-14,Prince Edward Island,25,all ages,Both sexes,Number of deaths
2019-12-14,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2019-12-14,Nova Scotia,205,all ages,Both sexes,Number of deaths
2019-12-14,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Nova Scotia,105,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Nova Scotia,75,85 years and over,Both sexes,Number of deaths
2019-12-14,New Brunswick,175,all ages,Both sexes,Number of deaths
2019-12-14,New Brunswick,10,0 to 44 years,Both sexes,Number of deaths
2019-12-14,New Brunswick,30,45 to 64 years,Both sexes,Number of deaths
2019-12-14,New Brunswick,80,65 to 84 years,Both sexes,Number of deaths
2019-12-14,New Brunswick,60,85 years and over,Both sexes,Number of deaths
2019-12-14,Quebec,1300,all ages,Both sexes,Number of deaths
2019-12-14,Quebec,35,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Quebec,155,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Quebec,580,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Quebec,530,85 years and over,Both sexes,Number of deaths
2019-12-14,Ontario,2170,all ages,Both sexes,Number of deaths
2019-12-14,Ontario,110,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Ontario,305,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Ontario,935,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Ontario,825,85 years and over,Both sexes,Number of deaths
2019-12-14,Manitoba,235,all ages,Both sexes,Number of deaths
2019-12-14,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Manitoba,35,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Manitoba,95,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Manitoba,90,85 years and over,Both sexes,Number of deaths
2019-12-14,Saskatchewan,200,all ages,Both sexes,Number of deaths
2019-12-14,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Saskatchewan,25,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Saskatchewan,70,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Saskatchewan,90,85 years and over,Both sexes,Number of deaths
2019-12-14,Alberta,540,all ages,Both sexes,Number of deaths
2019-12-14,Alberta,35,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Alberta,100,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Alberta,230,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Alberta,175,85 years and over,Both sexes,Number of deaths
2019-12-14,British Columbia,750,all ages,Both sexes,Number of deaths
2019-12-14,British Columbia,25,0 to 44 years,Both sexes,Number of deaths
2019-12-14,British Columbia,85,45 to 64 years,Both sexes,Number of deaths
2019-12-14,British Columbia,330,65 to 84 years,Both sexes,Number of deaths
2019-12-14,British Columbia,305,85 years and over,Both sexes,Number of deaths
2019-12-14,Yukon,,all ages,Both sexes,Number of deaths
2019-12-14,Yukon,,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Yukon,,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Yukon,,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Yukon,,85 years and over,Both sexes,Number of deaths
2019-12-14,Northwest Territories,0,all ages,Both sexes,Number of deaths
2019-12-14,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2019-12-14,Nunavut,5,all ages,Both sexes,Number of deaths
2019-12-14,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2019-12-14,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2019-12-14,Nunavut,5,65 to 84 years,Both sexes,Number of deaths
2019-12-14,Nunavut,0,85 years and over,Both sexes,Number of deaths
2019-12-21,Canada,5650,all ages,Both sexes,Number of deaths
2019-12-21,Canada,250,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Canada,820,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Canada,2405,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Canada,2170,85 years and over,Both sexes,Number of deaths
2019-12-21,Newfoundland and Labrador,110,all ages,Both sexes,Number of deaths
2019-12-21,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Newfoundland and Labrador,25,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Newfoundland and Labrador,60,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Newfoundland and Labrador,25,85 years and over,Both sexes,Number of deaths
2019-12-21,Prince Edward Island,15,all ages,Both sexes,Number of deaths
2019-12-21,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Prince Edward Island,5,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2019-12-21,Nova Scotia,185,all ages,Both sexes,Number of deaths
2019-12-21,Nova Scotia,0,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Nova Scotia,90,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Nova Scotia,65,85 years and over,Both sexes,Number of deaths
2019-12-21,New Brunswick,155,all ages,Both sexes,Number of deaths
2019-12-21,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2019-12-21,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2019-12-21,New Brunswick,80,65 to 84 years,Both sexes,Number of deaths
2019-12-21,New Brunswick,50,85 years and over,Both sexes,Number of deaths
2019-12-21,Quebec,1330,all ages,Both sexes,Number of deaths
2019-12-21,Quebec,50,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Quebec,160,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Quebec,595,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Quebec,530,85 years and over,Both sexes,Number of deaths
2019-12-21,Ontario,2125,all ages,Both sexes,Number of deaths
2019-12-21,Ontario,80,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Ontario,310,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Ontario,885,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Ontario,845,85 years and over,Both sexes,Number of deaths
2019-12-21,Manitoba,245,all ages,Both sexes,Number of deaths
2019-12-21,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Manitoba,45,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Manitoba,85,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Manitoba,95,85 years and over,Both sexes,Number of deaths
2019-12-21,Saskatchewan,185,all ages,Both sexes,Number of deaths
2019-12-21,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Saskatchewan,65,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Saskatchewan,75,85 years and over,Both sexes,Number of deaths
2019-12-21,Alberta,540,all ages,Both sexes,Number of deaths
2019-12-21,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Alberta,90,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Alberta,220,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Alberta,195,85 years and over,Both sexes,Number of deaths
2019-12-21,British Columbia,750,all ages,Both sexes,Number of deaths
2019-12-21,British Columbia,40,0 to 44 years,Both sexes,Number of deaths
2019-12-21,British Columbia,105,45 to 64 years,Both sexes,Number of deaths
2019-12-21,British Columbia,320,65 to 84 years,Both sexes,Number of deaths
2019-12-21,British Columbia,285,85 years and over,Both sexes,Number of deaths
2019-12-21,Yukon,,all ages,Both sexes,Number of deaths
2019-12-21,Yukon,,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Yukon,,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Yukon,,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Yukon,,85 years and over,Both sexes,Number of deaths
2019-12-21,Northwest Territories,5,all ages,Both sexes,Number of deaths
2019-12-21,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2019-12-21,Nunavut,5,all ages,Both sexes,Number of deaths
2019-12-21,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2019-12-21,Nunavut,5,45 to 64 years,Both sexes,Number of deaths
2019-12-21,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2019-12-21,Nunavut,0,85 years and over,Both sexes,Number of deaths
2019-12-28,Canada,5905,all ages,Both sexes,Number of deaths
2019-12-28,Canada,265,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Canada,815,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Canada,2525,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Canada,2305,85 years and over,Both sexes,Number of deaths
2019-12-28,Newfoundland and Labrador,95,all ages,Both sexes,Number of deaths
2019-12-28,Newfoundland and Labrador,10,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Newfoundland and Labrador,45,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2019-12-28,Prince Edward Island,35,all ages,Both sexes,Number of deaths
2019-12-28,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Prince Edward Island,10,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2019-12-28,Nova Scotia,220,all ages,Both sexes,Number of deaths
2019-12-28,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Nova Scotia,100,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Nova Scotia,80,85 years and over,Both sexes,Number of deaths
2019-12-28,New Brunswick,130,all ages,Both sexes,Number of deaths
2019-12-28,New Brunswick,0,0 to 44 years,Both sexes,Number of deaths
2019-12-28,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2019-12-28,New Brunswick,55,65 to 84 years,Both sexes,Number of deaths
2019-12-28,New Brunswick,50,85 years and over,Both sexes,Number of deaths
2019-12-28,Quebec,1395,all ages,Both sexes,Number of deaths
2019-12-28,Quebec,40,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Quebec,160,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Quebec,630,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Quebec,570,85 years and over,Both sexes,Number of deaths
2019-12-28,Ontario,2285,all ages,Both sexes,Number of deaths
2019-12-28,Ontario,115,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Ontario,330,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Ontario,950,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Ontario,895,85 years and over,Both sexes,Number of deaths
2019-12-28,Manitoba,250,all ages,Both sexes,Number of deaths
2019-12-28,Manitoba,20,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Manitoba,35,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Manitoba,100,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Manitoba,95,85 years and over,Both sexes,Number of deaths
2019-12-28,Saskatchewan,210,all ages,Both sexes,Number of deaths
2019-12-28,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Saskatchewan,85,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Saskatchewan,85,85 years and over,Both sexes,Number of deaths
2019-12-28,Alberta,535,all ages,Both sexes,Number of deaths
2019-12-28,Alberta,35,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Alberta,80,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Alberta,235,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Alberta,185,85 years and over,Both sexes,Number of deaths
2019-12-28,British Columbia,735,all ages,Both sexes,Number of deaths
2019-12-28,British Columbia,30,0 to 44 years,Both sexes,Number of deaths
2019-12-28,British Columbia,100,45 to 64 years,Both sexes,Number of deaths
2019-12-28,British Columbia,315,65 to 84 years,Both sexes,Number of deaths
2019-12-28,British Columbia,290,85 years and over,Both sexes,Number of deaths
2019-12-28,Yukon,,all ages,Both sexes,Number of deaths
2019-12-28,Yukon,,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Yukon,,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Yukon,,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Yukon,,85 years and over,Both sexes,Number of deaths
2019-12-28,Northwest Territories,10,all ages,Both sexes,Number of deaths
2019-12-28,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2019-12-28,Nunavut,5,all ages,Both sexes,Number of deaths
2019-12-28,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2019-12-28,Nunavut,5,45 to 64 years,Both sexes,Number of deaths
2019-12-28,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2019-12-28,Nunavut,0,85 years and over,Both sexes,Number of deaths
2020-01-04,Canada,6220,all ages,Both sexes,Number of deaths
2020-01-04,Canada,285,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Canada,860,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Canada,2715,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Canada,2360,85 years and over,Both sexes,Number of deaths
2020-01-04,Newfoundland and Labrador,105,all ages,Both sexes,Number of deaths
2020-01-04,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Newfoundland and Labrador,55,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2020-01-04,Prince Edward Island,30,all ages,Both sexes,Number of deaths
2020-01-04,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2020-01-04,Nova Scotia,215,all ages,Both sexes,Number of deaths
2020-01-04,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Nova Scotia,125,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Nova Scotia,65,85 years and over,Both sexes,Number of deaths
2020-01-04,New Brunswick,175,all ages,Both sexes,Number of deaths
2020-01-04,New Brunswick,10,0 to 44 years,Both sexes,Number of deaths
2020-01-04,New Brunswick,30,45 to 64 years,Both sexes,Number of deaths
2020-01-04,New Brunswick,80,65 to 84 years,Both sexes,Number of deaths
2020-01-04,New Brunswick,60,85 years and over,Both sexes,Number of deaths
2020-01-04,Quebec,1470,all ages,Both sexes,Number of deaths
2020-01-04,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Quebec,170,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Quebec,695,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Quebec,560,85 years and over,Both sexes,Number of deaths
2020-01-04,Ontario,2405,all ages,Both sexes,Number of deaths
2020-01-04,Ontario,115,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Ontario,355,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Ontario,995,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Ontario,935,85 years and over,Both sexes,Number of deaths
2020-01-04,Manitoba,250,all ages,Both sexes,Number of deaths
2020-01-04,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Manitoba,30,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Manitoba,105,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Manitoba,105,85 years and over,Both sexes,Number of deaths
2020-01-04,Saskatchewan,220,all ages,Both sexes,Number of deaths
2020-01-04,Saskatchewan,10,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Saskatchewan,80,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Saskatchewan,90,85 years and over,Both sexes,Number of deaths
2020-01-04,Alberta,545,all ages,Both sexes,Number of deaths
2020-01-04,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Alberta,90,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Alberta,225,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Alberta,190,85 years and over,Both sexes,Number of deaths
2020-01-04,British Columbia,800,all ages,Both sexes,Number of deaths
2020-01-04,British Columbia,35,0 to 44 years,Both sexes,Number of deaths
2020-01-04,British Columbia,110,45 to 64 years,Both sexes,Number of deaths
2020-01-04,British Columbia,345,65 to 84 years,Both sexes,Number of deaths
2020-01-04,British Columbia,315,85 years and over,Both sexes,Number of deaths
2020-01-04,Yukon,,all ages,Both sexes,Number of deaths
2020-01-04,Yukon,,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Yukon,,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Yukon,,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Yukon,,85 years and over,Both sexes,Number of deaths
2020-01-04,Northwest Territories,5,all ages,Both sexes,Number of deaths
2020-01-04,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2020-01-04,Nunavut,5,all ages,Both sexes,Number of deaths
2020-01-04,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2020-01-04,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2020-01-04,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2020-01-04,Nunavut,,85 years and over,Both sexes,Number of deaths
2020-01-11,Canada,6210,all ages,Both sexes,Number of deaths
2020-01-11,Canada,275,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Canada,880,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Canada,2665,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Canada,2385,85 years and over,Both sexes,Number of deaths
2020-01-11,Newfoundland and Labrador,120,all ages,Both sexes,Number of deaths
2020-01-11,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Newfoundland and Labrador,65,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2020-01-11,Prince Edward Island,25,all ages,Both sexes,Number of deaths
2020-01-11,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Prince Edward Island,5,85 years and over,Both sexes,Number of deaths
2020-01-11,Nova Scotia,190,all ages,Both sexes,Number of deaths
2020-01-11,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Nova Scotia,90,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Nova Scotia,70,85 years and over,Both sexes,Number of deaths
2020-01-11,New Brunswick,140,all ages,Both sexes,Number of deaths
2020-01-11,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2020-01-11,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2020-01-11,New Brunswick,65,65 to 84 years,Both sexes,Number of deaths
2020-01-11,New Brunswick,50,85 years and over,Both sexes,Number of deaths
2020-01-11,Quebec,1495,all ages,Both sexes,Number of deaths
2020-01-11,Quebec,35,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Quebec,195,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Quebec,665,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Quebec,600,85 years and over,Both sexes,Number of deaths
2020-01-11,Ontario,2355,all ages,Both sexes,Number of deaths
2020-01-11,Ontario,120,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Ontario,330,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Ontario,980,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Ontario,915,85 years and over,Both sexes,Number of deaths
2020-01-11,Manitoba,260,all ages,Both sexes,Number of deaths
2020-01-11,Manitoba,20,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Manitoba,45,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Manitoba,95,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Manitoba,100,85 years and over,Both sexes,Number of deaths
2020-01-11,Saskatchewan,225,all ages,Both sexes,Number of deaths
2020-01-11,Saskatchewan,10,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Saskatchewan,80,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Saskatchewan,100,85 years and over,Both sexes,Number of deaths
2020-01-11,Alberta,570,all ages,Both sexes,Number of deaths
2020-01-11,Alberta,50,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Alberta,100,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Alberta,255,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Alberta,175,85 years and over,Both sexes,Number of deaths
2020-01-11,British Columbia,825,all ages,Both sexes,Number of deaths
2020-01-11,British Columbia,30,0 to 44 years,Both sexes,Number of deaths
2020-01-11,British Columbia,120,45 to 64 years,Both sexes,Number of deaths
2020-01-11,British Columbia,350,65 to 84 years,Both sexes,Number of deaths
2020-01-11,British Columbia,320,85 years and over,Both sexes,Number of deaths
2020-01-11,Yukon,,all ages,Both sexes,Number of deaths
2020-01-11,Yukon,,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Yukon,,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Yukon,,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Yukon,,85 years and over,Both sexes,Number of deaths
2020-01-11,Northwest Territories,5,all ages,Both sexes,Number of deaths
2020-01-11,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2020-01-11,Nunavut,0,all ages,Both sexes,Number of deaths
2020-01-11,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2020-01-11,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2020-01-11,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2020-01-11,Nunavut,,85 years and over,Both sexes,Number of deaths
2020-01-18,Canada,6135,all ages,Both sexes,Number of deaths
2020-01-18,Canada,265,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Canada,900,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Canada,2580,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Canada,2390,85 years and over,Both sexes,Number of deaths
2020-01-18,Newfoundland and Labrador,110,all ages,Both sexes,Number of deaths
2020-01-18,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2020-01-18,Newfoundland and Labrador,50,65 to 84 years,Both sexes,Number of deaths
2020-01-18,Newfoundland and Labrador,40,85 years and over,Both sexes,Number of deaths
2020-01-18,Prince Edward Island,35,all ages,Both sexes,Number of deaths
2020-01-18,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2020-01-18,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
